make: Entering directory '/home/armorer/development/linux/tools/testing/selftests'
# # default.time3.pcmtest.0.4.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.44100.2.8192.32768 sw_params.8192
# ok 76 default.time4.Loopback.1.5.CAPTURE
# # default.time5.Loopback.1.5.CAPTURE - 48kHz stereo large periods
# # default.time5.Loopback.1.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.24000.192000 sw_params.24000
# ok 77 default.time3.pcmtest.0.4.CAPTURE
# # default.time4.pcmtest.0.4.CAPTURE - 48kHz stereo small periods
# # default.time4.pcmtest.0.4.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.1024.4096 sw_params.1024
# not ok 78 default.time4.pcmtest.0.4.CAPTURE
# # expected 48000, wrote -5
# # default.time5.pcmtest.0.4.CAPTURE - 48kHz stereo large periods
# # default.time5.pcmtest.0.4.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.8192.32768 sw_params.8192
# ok 79 default.time5.Loopback.1.5.CAPTURE
# # default.time6.Loopback.1.5.CAPTURE - 48kHz 6 channel large periods
# # default.time6.Loopback.1.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.48000.480000 sw_params.48000
# ok 80 default.time5.pcmtest.0.4.CAPTURE
# # default.time6.pcmtest.0.4.CAPTURE - 48kHz 6 channel large periods
# # default.time6.pcmtest.0.4.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.48000.2.8192.32768 sw_params.8192
# ok 81 default.time6.Loopback.1.5.CAPTURE
# # default.time7.Loopback.1.5.CAPTURE - 96kHz stereo large periods
# # default.time7.Loopback.1.5.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.96000.2.48000.192000 sw_params.48000
# ok 82 default.time6.pcmtest.0.4.CAPTURE
# # default.time7.pcmtest.0.4.CAPTURE - 96kHz stereo large periods
# ok 83 # SKIP default.time7.pcmtest.0.4.CAPTURE
# # rate mismatch 96000 != 48000
# # default.time1.pcmtest.0.3.CAPTURE - 8kHz mono large periods
# # default.time1.pcmtest.0.3.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.1.8000.32000 sw_params.8000
# ok 84 default.time7.Loopback.1.5.CAPTURE
# # default.time1.Loopback.1.4.CAPTURE - 8kHz mono large periods
# # default.time1.Loopback.1.4.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.1.8000.32000 sw_params.8000
# ok 85 default.time1.pcmtest.0.3.CAPTURE
# # default.time2.pcmtest.0.3.CAPTURE - 8kHz stereo large periods
# # default.time2.pcmtest.0.3.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.2.8000.32000 sw_params.8000
# ok 86 default.time1.Loopback.1.4.CAPTURE
# # default.time2.Loopback.1.4.CAPTURE - 8kHz stereo large periods
# # default.time2.Loopback.1.4.CAPTURE hw_params.RW_INTERLEAVED.S16_LE.8000.2.8000.32000 sw_params.8000
#
not ok 2 selftests: alsa: pcm-test # TIMEOUT 45 seconds
# timeout set to 45
# selftests: alsa: test-pcmtest-driver
# TAP version 13
# 1..5
# # Starting 5 tests from 1 test cases.
# #  RUN           pcmtest.playback ...
# #            OK  pcmtest.playback
# ok 1 pcmtest.playback
# #  RUN           pcmtest.capture ...
# #            OK  pcmtest.capture
# ok 2 pcmtest.capture
# #  RUN           pcmtest.ni_capture ...
# #            OK  pcmtest.ni_capture
# ok 3 pcmtest.ni_capture
# #  RUN           pcmtest.ni_playback ...
# #            OK  pcmtest.ni_playback
# ok 4 pcmtest.ni_playback
# #  RUN           pcmtest.reset_ioctl ...
# #            OK  pcmtest.reset_ioctl
# ok 5 pcmtest.reset_ioctl
# # PASSED: 5 / 5 tests passed.
# # Totals: pass:5 fail:0 xfail:0 xpass:0 skip:0 error:0
ok 3 selftests: alsa: test-pcmtest-driver
# timeout set to 45
# selftests: alsa: utimer-test
# TAP version 13
# 1..2
# # Starting 2 tests from 2 test cases.
# #  RUN           global.wrong_timers_test ...
# #            OK  global.wrong_timers_test
# ok 1 global.wrong_timers_test
# #  RUN           timer_f.utimer ...
# #            OK  timer_f.utimer
# ok 2 timer_f.utimer
# # PASSED: 2 / 2 tests passed.
# # Totals: pass:2 fail:0 xfail:0 xpass:0 skip:0 error:0
ok 4 selftests: alsa: utimer-test
make[1]: Leaving directory '/home/armorer/development/linux/tools/testing/selftests/alsa'
make: Leaving directory '/home/armorer/development/linux/tools/testing/selftests'
